person_id,first_name,middle_name,last_name,birthDate,country,deathDate,birthdate,deathdate,gender
2795,Aunt,Rose,Comfort,,,,,,
2796,Hortense,,Daigle,,,,,,
2797,Luz,,Benedict,,,,,,
2798,Rhoda,,Penmark,,,,,,Female
2799,Miyoshi,,Umeki,,,,1929-05-08,"August 28, 2007",
2800,'The,,Existentialist',,,,,,
2801,Miss,,Plimsoll,,,,,,
2802,Selena,,Cross,,,,,,
2803,Allison,,MacKenzie,,,,,,
2804,Wendy,,Hiller,,,,1912-08-15,14 May 2003,
2805,Agnes,,Gooch,,,,,,
2806,Gwen,,French,,,,,,
2807,Fay,,Doyle,,,,,,
2808,Billy's,,Mother,,,,,,
2809,Shelley,,Winters,,,,1920-08-18,"January 14, 2006",
2810,Elspeth,,,,,,,,
2811,Sarah,Jane,Johnson,,,,,,
2812,Annie,,Johnson,,,,,,
2813,Alma,,,,,,,,
2814,Shirley,,Jones,,,,1934-03-31,,
2815,Mrs.,,Firth,,,,,,
2816,Reenie,,Flood,,,,,,
2817,Marion,,Crane,,,,,,Female
2818,Clara,,Dawes,,,,,,
2819,Rita,,Moreno,,,,1931-12-11,,
2820,Mrs.,Amelia,Tilford,,,,,,
2821,Irene,,Hoffmann-Wallner,,,,,,
2822,Contessa,Magda,Terribili-Gonzales,,,,,,
2823,Mrs.,,Winemiller,,,,,,
2824,Patty,,Duke,,,,1946-12-14,"March 29, 2016",
2825,Jean,Louise 'Scout',Finch,,,,,,
2826,Heavenly,,Finley,,,,,,
2827,Eleanor,,Iselin,,,,,,
2828,Elizabeth,,Stroud,,,,,,
2829,Margaret,,Rutherford,,,,1892-05-11,22 May 1972,
2830,Molly,,Seagrim,,,,,,
2831,Miss,,Western,,,,,,
2832,Mrs.,Waters / Jenny,Jones,,,,,,
2833,Mother,Maria,Marthe,,,,,,
2834,Lila,,Kedrova,,,,1909-10-09,16 February 2000,
2835,Mrs.,,Higgins,,,,,,
2836,Mrs.,St.,Maugham,,,,,,
2837,Judith,,Fellowes,,,,,,
2838,Velma,,Cruther,,,,,,
2839,Lucile,Clover – 'The,Dealer',,,,,,
2840,Emilia,,,,,,,,
2841,Desdemona,,,,,,,,
2842,The,Mother,Abbess,,,,27 March 1869,8 June 1949,Female
2843,Sandy,,Dennis,,,,1937-04-27,"March 2, 1992",
2844,Dame,Alice,More,,,,,46 or 1551,
2845,Ali'i,,Nui,,,,,,
2846,Malama,,Kanakoa,,,,,,
2847,Lily,,Clamacraft,,,,,,
2848,Margery,,Chanticleer,,,,,,
2849,Estelle,,Parsons,,,,1927-11-20,,
2850,Muzzy,Van,Hossmere,,,,,,
2851,Ethel,,Banks,,,,,,
2852,Mary,,Prentice,,,,,,
2853,Elaine,,Robinson,,,,,,
2854,Ruth,,Gordon,,,,1896-10-30,"August 28, 1985",Female
2855,Maria,,Forst,,,,,,
2856,Margaret,'Mick',Kelly,,,,,,
2857,Rose,,Brice,,,,,,
2858,Calla,,Mackie,,,,,,
2859,Rhoda,,,,,,,,
2860,Alice,,Henderson,,,,,,
2861,Cass,,,,,,,,
2862,Alice,,LeBlanc,,,,,,
2863,Ross,,Hunter,,,,,,
2864,Stuart,,Gilmore,,,,1909-03-08,"November 19, 1971",Male
2865,Ernest,,Laszlo,,,,1898-04-23,"January 6, 1984",Male
2866,Rayette,,Dipesto,,,,,,
2867,Joyce,,Enders,,,,,,
2868,Major,Margaret 'Hot Lips',Houlihan,,,,,,Male
2869,Inez,,Guerrero,,,,,,
2870,Cloris,,Leachman,,,,1926-04-30,"January 27, 2021",
2871,Bobbie,,,,,,,,
2872,Lois,,Farrow,,,,,,
2873,Allison,,Densmore,,,,,,
2874,Mrs.,Madeleine,Maudsley,,,,,,
2875,Eileen,,Heckart,,,,1919-03-29,"December 31, 2001",
2876,Lila,,Kolodny,,,,,,
2877,Gertrude,,Wilson,,,,,,
2878,Oma,Lee,Greer,,,,,,
2879,Belle,,Rosen,,,,,,
2880,Tatum,,O'Neal,,,,1963-11-05,,
2881,Regan,,MacNeil,,,,,,Female
2882,Debbie,,Dunham,,,,,,
2883,Trixie,,Delight,,,,,,
2884,Mrs.,,Pritchett,,,,,,
2885,Séverine,,,,,,,,
2886,Lili,von,Shtüpp,,,,,,
2887,Florence,Jean 'Flo',Castleberry,,,,,,
2888,Connie,,Corleone,,,,,,Female
2889,Lee,,Grant,,,,,,
2890,Barbara,,Jean,,,,,,
2891,Jessie,Halstead,Florian,,,,,,
2892,Linnea,,Reese,,,,,,
2893,Linda,,Riggs,,,,,,
2894,Beatrice,,Straight,,,,1914-08-02,"April 7, 2001",Female
2895,Judy,,Hoback,,,,1937-05-10,,Female
2896,Iris,'Easy',Steensma,,,,,,
2897,Lili,,Rosen,,,,,,
2898,Margaret,,White,,,,,,Female
2899,Vanessa,,Redgrave,,,,1937-01-30,,
2900,Emilia,,Rodgers,,,,,,
2901,Lucy,,McFadden,,,,,,
2902,Jillian,,Guiler,,,,,,
2903,Katherine,,Dunn,,,,,,
2904,Julia,,Farnsworth,,,,,,
2905,Vi,,Munson,,,,,,
2906,Pearl,,,,,,,,
2907,Linda,,,,,,,,
2908,Margaret,,Phelps,,,,,,
2909,Evelyn,,Stohler,,,,,,
2910,Jessica,,Potter,,,,,,
2911,Tracy,,,,,,,,
2912,Art,,Linson,,,,,,
2913,Don,,Phillips,,,,,,
2914,Bo,,Goldman,,,,1932-09-10,"July 25, 2023",
2915,Craig,,McKay,,,,,,
2916,Tak,,Fujimoto,,,,,,
2917,Bruce,,Langhorne,,,,,,
2918,Mary,,Steenburgen,,,,1953-02-08,,
2919,Capt.,Doreen,Lewis,,,,,,
2920,Pearl,,Harper,,,,,,
2921,Vikki,,LaMotta,,,,1930-01-23,"January 25, 2005",Male
2922,Louise,,,,,,,,
2923,Maureen,,Stapleton,,,,1925-06-21,"March 13, 2006",
2924,Teresa,,Perrone,,,,,,
2925,Chelsea,,Thayer-Wayne,,,,,,
2926,Toby,,Landau,,,,,,
2927,Evelyn,,Nesbit,,,,1884-12-25,"January 17, 1967",
2928,Jenny,,Fields,,,,,,
2929,Sandy,,Lester,,,,,,
2930,Lillian,,Farmer,,,,,,
2931,Norma,,Cassidy,,,,,,
2932,Linda,,Hunt,,,,1945-04-02,,
2933,Dolly,,Pelliker,,,,1953-10-13,"November 2, 2012",Female
2934,Dr.,Sarah,Cooper,,,,,,
2935,Hadass,,Vishkower,,,,,,
2936,Beatrice,,'GeeChee',,,,1896-08-08,"December 14, 1953",Female
2937,Peggy,,Ashcroft,,,,1907-12-22,14 June 1991,
2938,Iris,,Gaines,,,,,,
2939,Margaret,,Lomax,,,,,,
2940,Hazel,,Zanussi,,,,,,
2941,Mrs.,,Ritter,,,,,,
2942,Anjelica,,Huston,,,,1951-07-08,,
2943,'Shug',,Avery,,,,,,
2944,Sunny,,Mackenzie-Sobel,,,,,,
2945,Sister,Agnes,Devereaux,,,,,,
2946,Sofia,,Johnson,,,,,,
2947,Dianne,,Wiest,,,,1948-03-28,,
2948,Chick,,Boyle,,,,,,
2949,Mrs.,,Norman,,,,,,
2950,Carmen,,,,,,,,
2951,Charlotte,,Bartlett,,,,,,
2952,Olympia,,Dukakis,,,,1931-06-20,"May 1, 2021",
2953,Florencia,Sánchez,Morales,,,,,,
2954,Beth,,Gallagher,,,,,,
2955,'Momma',,Lift,,,,,,
2956,Letitia,'Tisha',Benson-Doughty,,,,,,
2957,'Cyn',,,,,,,,
2958,Mrs.,,Pell,,,,,,
2959,Madame,Marie de,Tourvel,,,,,,
2960,Katharine,,Parker,,,,,,
2961,Brenda,,Fricker,,,,1945-02-17,,
2962,Tamara,,Luria-Broder,,,,,,
2963,Masha,,Bloch-Tortshiner,,,,,,
2964,Shelby,,Eatenton-Latcherie,,,,,,
2965,Helen,,Buckman,,,,,,
2966,Jerry,,Zucker,,,,,,
2967,Bruce,Joel,Rubin,,,,,,
2968,Walter,,Murch,,,,1943-07-12,,Male
2969,Adam,,Greenberg,,,,,,
2970,Myra,,Langtry,,,,,,
2971,Karen,,Hill,,,,1946-01-16,,Female
2972,Marietta,,Fortune,,,,,,
2973,Stands,With A,Fist,,,,,,
2974,Mercedes,,Ruehl,,,,1948-02-28,,Female
2975,Mrs.,,Hillyer,,,,,,
2976,Danielle,,Bowden,,,,,,
2977,Lila,,Wingo-Newbury,,,,,,
2978,Virginia,'Ninny',Threadgoode,,,,,,
2979,Marisa,,Tomei,,,,1964-12-04,,
2980,Sally,,Simmons,,,,,,
2981,Mrs.,,Fisher,,,,,,
2982,Mrs.,Ruth,Wilcox,,,,,,
2983,Ingrid,,Thompson-Fleming,,,,,,
2984,Anna,,Paquin,,,,1982-07-24,,
2985,Tammy,,Hemphill,,,,1957-06,,
2986,Carla,,Rodrigo,,,,,,
2987,May,,Welland-Archer,,,,,,
2988,Gareth,,Peirce,,,,1940-03,,
2989,Rose,Esther,Haigh-Wood,,,,,,
2990,Queen,Charlotte of,Hanover,,,,1744-05-19,17 November 1818,
2991,Mia,,Wallace,,,,,,
2992,Olive,,Neal,,,,,,
2993,Mira,,Sorvino,,,,1967-09-28,,
2994,First,Lady Thelma 'Pat',Nixon,,,,1912-03-16,"June 22, 1993",
2995,Marilyn,,Lovell,,,,,,
2996,Georgia,,Flood,,,,,,
2997,Marianne,,Dashwood,,,,,,Female
2998,Juliette,,Binoche,,,,1964-03-09,,
2999,Elizabeth,,Proctor,,,,,,
3000,Hannah,,Morgan,,,,,,
3001,Madame,Serena,Merle,,,,,,
3002,Hortense,,Cumberbatch,,,,,,
3003,Kim,,Basinger,,,,1953-12-08,,
3004,Emily,,Montgomery,,,,,,
3005,Skylar,,,,,,,,
3006,Maggie,/ Amber,Waves,,,,,,
3007,Rose,,Dawson-Calvert,,,,,,
3008,Judi,,Dench,,,,1934-12-09,,
3009,Libby,,Holden,,,,1943-07-04,,Female
3010,Mari,,Hoff,,,,,,
3011,Hilary,du,Pré,,,,1942-04-25,,
3012,Hanna,,,,,,,,
3013,Angelina,,Jolie,,,,1975-06-04,,
3014,Lynn,,Sear,,,,,,
3015,Maxine,,Lund,,,,,,
3016,Hattie,,,,,,,,
3017,Lana,,Tisdel,,,,1975-05-28,,
3018,Ed,,Harris,,,,,,
3019,Fred,,Berner,,,,,,
3020,Jon,,Kilik,,,,,,
3021,Barbara,,Turner,,,,,,
3022,Kathryn,,Himoff,,,,,,
3023,Lisa,,Rinzler,,,,,,
3024,Jeff,,Beal,,,,,,
3025,Marcia,Gay,Harden,,,,1959-08-14,,
3026,Armande,,Voizin,,,,,,
3027,Penny,,Lane,,,,1954-07-03,,
3028,Elaine,,Miller,,,,,,
3029,Sandra,,Wilkinson,,,,,,
3030,Jennifer,,Connelly,,,,1970-12-12,,
3031,Mrs.,,Wilson,,,,,,
3032,Constance,,,,,,,,
3033,Dowager,Countess of,Trentham,,,,,,
3034,Natalie,,Strout,,,,,,
3035,Catherine,,Zeta-Jones,,,,1969-09-25,,
3036,Roberta,,Hertzel,,,,,,
3037,Laura,,Brown,,,,,,
3038,Matron,'Mama',Morton,,,,,,
3039,Susan,,Orlean,,,,1955-10-31,,
3040,Nadereh,,Behrani,,,,,,
3041,Joy,,Burns,,,,,,
3042,Celeste,,Boyle,,,,,,
3043,Melanie,,Freeland,,,,,,
3044,Clara,,McMillen,,,,1898-10-02,"April 30, 1982",
3045,Maya,,Randall,,,,,,
3046,Tatiana,,Rusesabagina,,,,1958-10-24,,Female
3047,Alice,,Ayres,,,,1859-09-12,26 April 1885,
3048,Rachel,,Weisz,,,,1970-03-07,,
3049,Ashley,,Johnsten,,,,,,
3050,Harper,,Lee,,,,1926-04-28,"February 19, 2016",
3051,Glory,,Dodge,,,,2014-12-11,,
3052,Alma,,Beers,,,,,,
3053,Jennifer,,Hudson,,,,1981-09-12,,
3054,Amelia,,Hernández,,,,,,
3055,Bathsheba,'Sheba',Hart,,,,,,
3056,Olive,,Hoover,,,,,,
3057,Chieko,,Wataya,,,,,,
3058,Tilda,,Swinton,,,,1960-11-05,,
3059,Jude,,Quinn,,,,,,
3060,Mahalee,,Lucas,,,,,,
3061,Briony,,Tallis,,,,,,
3062,Helene,,McCready,,,,,,
3063,Penélope,,Cruz,,,,1974-04-28,,
3064,Sister,Marita,James,,,,1935-07-10,,
3065,Mrs.,,Miller,,,,,,
3066,'Queenie',,,,,,,,
3067,Pam,/,'Cassidy',,,,,,
3068,Mo'Nique,,,,,,1967-12-11,,
3069,Carla,,Albanese,,,,,,
3070,Alex,,Goran,,,,,,
3071,Jean,,Craddock,,,,,,
3072,Natalie,,Keener,,,,,,
3073,Melissa,,Leo,,,,1960-09-14,,
3074,Charlene,,Fleming,,,,,,
3075,Queen,,Elizabeth,,,,1900-08-04,30 March 2002,
3076,Mattie,,Ross,,,,,,
3077,Janine,'Smurf',Cody,,,,1935-03-27,,
3078,Octavia,,Spencer,,,,1970-05-25,,
3079,Peppy,,Miller,,,,,,
3080,Celia,Rae,Foote,,,,,,
3081,Megan,,Price,,,,,,
3082,Hubert,,Page,,,,,,
3083,Peggy,,Dodd,,,,,,
3084,First,Lady Mary Todd,Lincoln,,,,1818-12-13,"July 16, 1882",
3085,Cheryl,,Cohen-Greene,,,,1944-09-09,,Female
3086,Dolores,,Solitano,,,,,,
3087,Lupita,,Nyong'o,,,,1983-03-01,,
3088,Ginger,,,,,,,,
3089,Rosalyn,,Rosenfeld,,,,,,
3090,Barbara,,Weston-Fordham,,,,,,
3091,Kate,,Grant,,,,,,
3092,Patricia,,Arquette,,,,1968-04-08,,
3093,Barbara,'Bobbi',Grey,,,,,,
3094,Joan,,Clarke,,,,1917-06-24,4 September 1996,
3095,Sam,,Thomson,,,,,,
3096,'The,,Witch',,,,,,
3097,Alicia,,Vikander,,,,1988-10-03,,
3098,'Crazy',Daisy,Domergue,,,,,,
3099,Therese,,Belivet,,,,,,
3100,Sacha,,Pfeiffer,,,,1971-09-07,,Female
3101,Joanna,,Hoffman,,,,1955-07-27,,Female
3102,Viola,,Davis,,,,1965-08-11,,
3103,Paula,,,,,,,,
3104,Sue,,Brierley,,,,,,
3105,Dorothy,,Vaughan,,,,1910-09-20,"November 10, 2008",
3106,Randi,,Chandler,,,,,,
3107,Allison,,Janney,,,,1959-11-19,,
3108,Florence,,Jackson,,,,,,
3109,Cyril,,Woodcock,,,,,,
3110,Marion,,McPherson,,,,,,
3111,Zelda,Delilah,Fuller,,,,,,
3112,Regina,,King,,,,1971-01-15,,
3113,Lynne,,Cheney,,,,1941-08-14,,
3114,Sofía,,,,,,,,
3115,Abigail,,Masham,,,,,1734-12-06,
3116,Sarah,,Churchill,,,,1660-06-05,18 October 1744,
3117,Laura,,Dern,,,,1967-02-10,,
3118,Barbara,'Bobi',Jewell,,,,,,
3119,Rosie,,Betzler,,,,,,
3120,Amy,Curtis,March,,,,,,
3121,Kayla,,Pospisil,,,,,,
3122,Lee,Isaac,Chung,,,,1978-10-19,,
3123,Dede,,Gardner,,,,,,
3124,Jeremy,,Kleiner,,,,,,
3125,Christina,,Oh,,,,,,
3126,Harry,,Yoon,,,,,,
3127,Lachlan,,Milne,,,,,,
3128,Emile,,Mosseri,,,,1985-08-11,,
3129,Yuh-jung,,Youn,,,,1947-06-19,,Female
3130,Tutar,,Sagdiyev,,,,,,
3131,Bonnie,"""Mamaw""",Vance,,,,,,
3132,Anne,,,,,,,,
3133,Marion,,Davies,,,,1897-01-03,"September 22, 1961",
3134,Young,Leda,Caruso,,,,,,
3135,Granny,,,,,,,,
3136,Rose,,Gordon,,,,,,
3137,Oracene,"""Brandy""",Price,,,,1952-04-03,,
3138,Jamie,Lee,Curtis,,,,1958-11-22,,
3139,Queen,,Ramonda,,,,,,
3140,Siobhán,,Súilleabháin,,,,,,
3141,Joy,Wang / Jobu,Tupaki,,,,,,
3142,Da'Vine,Joy,Randolph,,,,1986-05-21,,Female
3143,Katherine,"""Kitty""",Oppenheimer,,,,1910-08-08,"October 27, 1972",
3144,Sofia,,,,,,,,
3145,Gloria,,,,,,,,
3146,Bonnie,,Stoll,,,,1952-06-10,,Female
3147,Zoe,,Saldaña,,,,1978-06-19,,
3148,Joan,,Baez,,,,1941-01-09,,
3149,Galinda,"""Glinda""",Upland,,,,,,Female
3150,Erzsébet,,Tóth,,,,,,
3151,Sister,,Agnes,,,,,,
3152,The,Great,McGinty,,,,1940-08-15,,
3153,Douglas,Fairbanks,Jr.,,,,,,
3154,George,,Antheil,,,,,,
3155,Wolfgang,,Reinhardt,,,,1908-12-13,28 July 1979,
3156,Charles,,Bennett,,,,2 August 1899,15 June 1995,
3157,Norman,,Krasna,,,,1909-11-07,"November 1, 1984",Male
3158,H.,Bruce,Humberstone,,,,,,
3159,Darrell,,Ware,,,,,,
3160,Garson,,Kanin,,,,1912-11-24,"March 13, 1999",
3161,Robert,,Sisk,,,,,,
3162,Paul,,Jarrico,,,,1915-01-12,"October 28, 1997",
3163,John,,Sturges,,,,,,
3164,Merritt,,Gerstad,,,,,,
3165,Woman,of the,Year,,,,1942-02-19,,
3166,Ring,Lardner,Jr.,,,,1915-08-19,"October 31, 2000",
3167,Michael,,Kanin,,,,1910-02-01,"March 12, 1993",
3168,Stanley,,Haynes,,,,,,
3169,Michael,Powell Emeric,Pressburger,,,,,,
3170,David,,Butler,,,,1927-11-12,27 May 2006,
3171,Paul,,Jones,,,,,,
3172,Don,,Hartman,,,,,,
3173,Irene,,Morra,,,,,,
3174,Johnny,,Burke,,,,1908-10-03,"February 25, 1964",Male
3175,Jimmy,Van,Heusen,,,,1913-01-26,"February 6, 1990",
3176,Harold,S.,Bucquet,,,,,,
3177,Irving,,Asher,,,,,,
3178,David,,Snell,,,,,,
3179,Princess,,O'Rourke,,,,1943-10-23,,
3180,Charles,A.,Marshall,,,,1898-07-21,"January 8, 1985",Male
3181,Mark,,S,,,,,,
3182,rich,,,,,,,,
3183,Edward,,Heyman,,,,1907-03-14,"October 16, 1981",Male
3184,Buddy,G.,DeSylva,,,,1895-01-27,"July 11, 1950",
3185,Frank,,Loesser,,,,1910-06-29,"July 28, 1969",
3186,Richard,,Connell,,,,1893-10-17,"November 22, 1949",Male
3187,Gladys,,Lehman,,,,1892-01-24,"April 7, 1993",
3188,Calvin,,Jackson,,,,1919-05-26,"December 9, 1985",
3189,George,,Stoll,,,,,,
3190,Jerome,,Cady,,,,,,
3191,Richard,,Schweizer,,,,1899-12-23,30 March 1965,Male
3192,Max,,Nosseck,,,,,,
3193,Frank,and Maurice,King,,,,,,
3194,William,,Castle,,,,,,
3195,Philip,,Yordan,,,,1914-04-01,"March 24, 2003",Male
3196,Edward,,Mann,,,,,,
3197,Jackson,,Rose,,,,,,
3198,Douglass,,Biggs,,,,,,
3199,Michel,,Michelet,,,,"July 14, 1894","December 28, 1995",Male
3200,Raoul,,Walsh,,,,,,
3201,E.D.,,Leshin,,,,,,
3202,Milton,,Holmes,,,,,,
3203,George,,Haight,,,,,,
3204,Albert,,Akst,,,,"August 31, 1899","April 19, 1958",
3205,Henry,,Sharp,,,,,,
3206,The,Seventh,Veil,,,,1945-10-18,,
3207,Muriel,,,,,,1905-09-22,18 May 1991,
3208,Sydney,,Box,,,,1907-04-29,25 May 1983,
3209,George,,Marshall,,,,,,
3210,Marcel,,Carné,,,,,,
3211,Raymond,,Borderie,,,,,,
3212,Fred,,Orain,,,,,,
3213,Jacques,,Prévert,,,,1900-02-04,11 April 1977,Male
3214,Henri,,Rust,,,,,,
3215,Roger,,Hubert,,,,,,
3216,Maurice,,Thiriet,,,,,,
3217,Theron,,Warth,,,,,,
3218,Hal,,Walker,,,,,,
3219,Melvin,,Frank,,,,1913-08-13,"October 13, 1988",Male
3220,Norman,,Panama,,,,1914-04-21,"January 13, 2003",Male
3221,The,Bachelor and the,Bobby-Soxer,,,,1947-07-24,,
3222,Sidney,,Sheldon,,,,1917-02-11,"January 30, 2007",
3223,Bob,,Roberts,,,,,,
3224,Abraham,,Polonsky,,,,"PolonskyDecember 5, 1910","October 26, 1999",Male
3225,Francis,,Lyon,,,,1905-07-29,"October 8, 1996",
3226,Curt,,Courant,,,,,,
3227,Vittorio,De,Sica,,,,1901-07-07,13 November 1974,
3228,Giuseppe,,Amato,,,,,,
3229,Sergio,,Amidei,,,,1904-10-30,14 April 1981,
3230,Adolfo,,Franci,,,,,,
3231,Cesare,Giulio,Viola,,,,,,
3232,Cesare,,Zavattini,,,,1902-09-20,13 October 1989,
3233,Niccolò,,Lazzari,,,,,,
3234,Anchise,,Brizzi,,,,,,
3235,Alessandro,,Cicognini,,,,,,
3236,Henry,,Levin,,,,,,
3237,William,E.,Snyder,,,,1901-09-21,"March 4, 1984",Male
3238,Roberto,,Rossellini,,,,1906-05-08,3 June 1977,
3239,Rod,E.,Geiger,,,,,,
3240,Federico,,Fellini,,,,1920-01-20,31 October 1993,
3241,Marcello,,Pagliero,,,,1907-01-15,18 October 1980,
3242,Alfred,,Hayes,,,,,,
3243,Vasco,,Pratolini,,,,19 October 1913,12 January 1991,
3244,Klaus,,Mann,,,,,,
3245,Eraldo,Da,Roma,,,,,,
3246,Otello,,Martelli,,,,,,
3247,Renzo,,Rossellini,,,,,,
3248,Henry,,Cornelius,,,,,,
3249,Michael,,Balcon,,,,,,
3250,T.,E. B.,Clarke,,,,1907-06-07,11 February 1989,
3251,Michael,,Truman,,,,,,
3252,Lionel,,Banes,,,,,,
3253,Sidney,,Meyers,,,,,,
3254,Film,,Documents,,,,,,
3255,Inc.,,,,,,,,
3256,Helen,,Levitt,,,,1916-06-03,"November 16, 2002",Male
3257,James,,Agee,,,,"AgeeNovember 27, 1909","May 16, 1955",
3258,Ulysses,,Kay,,,,,,
3259,Janice,,Loeb,,,,1913-12-06,"February 18, 1996",Female
3260,Bernard,C.,Schoenfeld,,,,1907-08-17,"April 25, 1990",Male
3261,Virginia,,Kellogg,,,,"December 3, 1907","April 8, 1981",Female
3262,Carl,E.,Guthrie,,,,,,
3263,Lesser,,Samuels,,,,,,
3264,Walter,,Newman,,,,,,
3265,Alberto,,Colombo,,,,"November 27, 1888",1954-03-25,
3266,Leo,C.,Popkin,,,,,,
3267,Russell,,Rouse,,,,1913-11-20,"October 2, 1987",
3268,Clarence,GreeneLeo C.,Popkin,,,,,,
3269,Clarence,,Greene,,,,1913-08-10,"June 17, 1995",Male
3270,Chester,,Schaeffer,,,,1902-09-09,"January 5, 1992",
3271,The,Lavender Hill,Mob,,,,1951-06-28,,
3272,Jerry,,Hopper,,,,,,
3273,Sydney,,Boehm,,,,1908-04-04,"June 25, 1990",Male
3274,Archie,,Marshek,,,,,,
3275,Charles,B. Lang,Jr,,,,,,
3276,Leith,,Stevens,,,,,,
3277,Geoffrey,,Foot,,,,,,
3278,John,,Steinbeck,,,,1902-02-27,"December 20, 1968",
3279,Joseph,,MacDonald,,,,1906-05-26,"December 15, 1968",Male
3280,Richard,L.,Breen,,,,1918-06-26,"February 1, 1967",
3281,Harry,,Jackson,,,,,,
3282,Howard,,Dietz,,,,,,
3283,Arthur,,Schwartz,,,,1900-11-25,"September 3, 1984",
3284,Robert,L.,Jacks,,,,,,
3285,Richard,,Murphy,,,,1912-05-08,"May 19, 1993",
3286,Lucien,,Ballard,,,,1904-05-06,"October 1, 1988",
3287,Anthony,,Mann,,,,,,
3288,William,H.,Wright,,,,,,
3289,Sam,,Rolfe,,,,1924-02-18,"July 10, 1993",Male
3290,Harold,Jack,Bloom,,,,1924-04-26,"August 27, 1999",
3291,George,,White,,,,,,
3292,Millard,,Kaufman,,,,1917-03-12,"March 14, 2009",Male
3293,On,the,Waterfront,,,,1954-07-28,,
3294,Joseph,L.,Mankiewicz,,,,,,
3295,William,,Rose,,,,,,
3296,Clive,,Donner,,,,,,
3297,Christopher,,Challis,,,,,,
3298,Larry,,Adler,,,,1914-02-10,"August 6, 2001",
3299,Aaron,,Rosenberg,,,,,,
3300,Russell,F.,Schoengarth,,,,,,
3301,Glenn,,Miller,,,,,,
3302,Henry,,Mancini,,,,1924-04-16,"June 14, 1994",
3303,Melvin,FrankNorman,Panama,,,,,,
3304,Alma,,Macrorie,,,,1904-12-07,"June 28, 1970",Female
3305,Daniel,L.,Fapp,,,,1904-04-21,"July 19, 1986",Male
3306,Sylvia,,Fine,,,,1913-08-29,"October 28, 1991",
3307,Interrupted,,Melody,,,,1955-03-25,,
3308,William,,Ludwig,,,,1912-05-16,"February 7, 1999",
3309,Milton,,Sperling,,,,"July 6, 1912","August 26, 1988",Male
3310,Emmet,,Lavery,,,,,,
3311,Folmar,,Blangsted,,,,"October 6, 1904",1982-08-12,
3312,Robert,,Bronner,,,,,,
3313,Jacques,,Tati,,,,1907-10-09,5 November 1982,Male
3314,Fred,OrainJacques,Tati,,,,,,
3315,Henri,,Marquet,,,,,,
3316,Suzanne,,Baron,,,,,,
3317,Jacques,,Mercanton,,,,,,
3318,Alain,,Romans,,,,,,
3319,Melville,,Shavelson,,,,1917-04-01,"August 8, 2007",Male
3320,Jack,,Rose,,,,"November 4, 1911","October 20, 1995",
3321,Joseph,J.,Lilley,,,,1913-08-16,"January 1, 1971",Male
3322,The,Red,Balloon,,,,1956-05-03,,
3323,Albert,,Lamorisse,,,,1922-01-13,2 June 1970,
3324,Hal,E.,Chester,,,,,,
3325,Robert,,Lewin,,,,1920-05-09,"August 28, 2004",Male
3326,Aaron,,Stell,,,,,,
3327,Samuel,,Leavitt,,,,,,
3328,Herschel,Burke,Gilbert,,,,1918-04-20,"June 8, 2003",Male
3329,Mickey,,Rooney,,,,,,
3330,Ross,,Bagdasarian,,,,,,
3331,Andrew,L.,Stone,,,,1902-07-16,"June 9, 1999",Male
3332,Martin,,Melcher,,,,,,
3333,Virginia,L.,Stone,,,,,,
3334,Fred,Jackman,Jr.,,,,1909-09-10,"December 21, 1987",Male
3335,Tom,,Adair,,,,1913-06-15,"May 24, 1988",
3336,Leonard,,Pennario,,,,,,
3337,Dino,De,Laurentiis,,,,,,
3338,Carlo,,Ponti,,,,,,
3339,Tullio,,Pinelli,,,,1908-06-24,7 March 2009,Male
3340,Ennio,,Flaiano,,,,1910-03-05,20 November 1972,
3341,Leo,,Catozzo,,,,,,
3342,Nino,,Rota,,,,3 December 1911,10 April 1979,Male
3343,Alexander,,Mackendrick,,,,1912-09-08,"December 22, 1993",
3344,Otto,,Heller,,,,,,
3345,Tristram,,Cary,,,,,,
3346,Designing,,Woman,,,,1957-05-16,,
3347,George,,Wells,,,,1909-11-08,"November 27, 2000",
3348,Roger,,Edens,,,,,,
3349,Leonard,,Gershe,,,,,,
3350,Joseph,,Pevney,,,,,,
3351,Robert,,Arthur,,,,,,
3352,R.,Wright,Campbell,,,,,,
3353,Ivan,,Goff,,,,17 April 1910,23 September 1999,
3354,Ben,,Roberts,,,,"March 23, 1916","May 12, 1984",
3355,Ted,,Kent,,,,,,
3356,Robert,,Campbell,,,,1927-06-08,"September 23, 2000",
3357,Ralph,,Wheelwright,,,,1898-09-11,"April 15, 1971",Male
3358,Lorenzo,PegoraroMario De VecchiJacques,Bar,,,,,,
3359,Rolando,,Benedetti,,,,,,
3360,Nedrick,,Young,,,,1914-03-23,"September 16, 1968",
3361,Milton,,Perlman,,,,,,
3362,Arthur,J.,Ornitz,,,,,,
3363,Virgil,,Thomson,,,,,,
3364,Betsy,,Drake,,,,,,
3365,Edmund,,Grainger,,,,,,
3366,William,,Bowers,,,,1916-01-17,"March 27, 1987",
3367,James,Edward,Grant,,,,1905-07-02,"February 19, 1966",
3368,Robert,J.,Bronner,,,,,,
3369,Jeff,,Alexander,,,,,,
3370,Fay,,Kanin,,,,1917-05-09,"March 27, 2013",
3371,Haskell,B.,Boggs,,,,,,
3372,Stanley,,Shapiro,,,,1925-07-16,"July 21, 1990",
