person_id,first_name,middle_name,last_name,birthDate,country,deathDate
3425,Ennio,De,Concini,,Italy,2008-01-01
3414,Moris,,Ergas,,,
3432,Cineriz,,Cineriz,,,
3417,Cesare,,Cavagna,,,
3418,Carlo,,Carlini,,,
3431,Henk,,Badings,,,
3412,Vladimir,NikolayevEra,Savelyeva,,,
3435,Nate,,Monaster,1911-01-01,United States,1990-01-01
3427,Alfredo,,Giannetti,,,
3424,Frank,De,Vol,1911-01-01,United States,1999-01-01
3436,Ulla,,Ryghe,1924-01-01,Sweden,2011-01-01
3423,Arthur,E.,Arling,,United States,1991-01-01
3429,Jean-Paul,,Sartre,1905-01-01,France,1980-01-01
3433,Alain,,Robbe-Grillet,1922-01-01,France,2008-01-01
3437,Sven,,Nykvist,1922-01-01,Sweden,2006-01-01
3411,Mariya,,Timofeyeva,,,
3421,Pier,Paolo,Pasolini,1922-01-01,Italy,1975-01-01
3440,Dede,,Allen,1923-01-01,United States,2010-01-01
3434,Francis,,Seyrig,,,
3444,Gianni,Di,Venanzo,,,
3443,Francinex,,Francinex,,,
3447,Carlo,,Bernari,,,
3446,Goffredo,,Lombardo,1920-01-01,Italy,2005-01-01
3413,Mikhail,,Ziv,,,
3451,Marcello,,Gatti,,,
3450,Ruggero,,Mastroianni,1929-01-01,Italy,1996-01-01
3442,Manos,,Hadjidakis,1925-01-01,Greece,1994-01-01
3445,Nanni,,Loy,1925-01-01,Italy,1995-01-01
3448,Pasquale,Festa,Campanile,1927-01-01,Italy,1986-01-01
3456,Peter,,Stone,,,
3441,Haskell,,Wexler,1922-01-01,United States,2015-01-01
3452,Carlo,,Rustichelli,,,
3455,Arnold,,Schulman,1925-01-01,United States,2023-01-01
3454,Alan,J.,Pakula,1928-01-01,United States,1998-01-01
3460,Walter,,Shenson,1919-01-01,1919,2000-01-01
3458,S.,H.,Barnett,1908-01-01,United States,1988-01-01
3457,Frank,,Tarloff,1916-01-01,United States,1999-01-01
3453,Robert,,Mulligan,1925-01-01,United States,2008-01-01
3461,Alun,,Owen,1925-01-01,United Kingdom,1994-01-01
3449,Massimo,,Franciosa,1924-01-01,Italy,1998-01-01
3459,Richard,,Lester,1932-01-01,United States,
3463,Gilbert,,Taylor,1914-01-01,United Kingdom,2013-01-01
3467,Larry,,Peerce,1930-01-01,United States,
3469,Orville,H.,Hampton,1917-01-01,United States,1997-01-01
3439,James,R.,Webb,1909-01-01,United States,1974-01-01
3438,Johann,Sebastian,Bach,1685-01-01,,1750-01-01
3475,Age,&,Scarpelli,,,
3471,Andrew,,Laszlo,1926-01-01,Hungary,2011-01-01
3462,John,,Jympson,1930-01-01,United Kingdom,2003-01-01
3472,Gerald,,Fried,1928-01-01,United States,2023-01-01
3474,Franco,,Cristaldi,1924-01-01,Italy,1992-01-01
3477,Age,,Age,,,
3465,Lennon–McCartney,,Lennon–McCartney,,,
3478,Furio,,Scarpelli,,,
3482,Jean-Paul,,Rappeneau,1932-01-01,France,
3476,Giuseppe,,Rotunno,1923-01-01,Italy,2021-01-01
3484,Daniel,,Boulanger,,,
3470,Robert,,Fritch,,,
3483,Ariane,,Mnouchkine,1939-01-01,France,
3464,George,,Martin,1926-01-01,United Kingdom,2016-01-01
3485,Frederic,,Raphael,1931-01-01,United States,
3473,Mario,,Monicelli,1915-01-01,Italy,2010-01-01
3488,Aldo,,Tonti,,,
3430,Douglas,,Slocombe,1913-01-01,United Kingdom,2016-01-01
3468,Sam,,Weston,1927-01-01,United States,2000-01-01
3495,Jean,,Tournier,1926-01-01,France,2004-01-01
3487,Tonino,,Guerra,1920-01-01,Italy,2012-01-01
3492,Ron,,Goodwin,1925-01-01,United Kingdom,2003-01-01
3480,Georges,,DancigersAlex,,,
3494,Walter,,Bernstein,1919-01-01,United States,2021-01-01
3481,re,,Mnouchkine,,,
3486,Suso,Cecchi,d'Amico,1914-01-01,Italy,2010-01-01
3497,Jacques,,Demy,1931-01-01,France,1990-01-01
3500,Jean,,Rabier,1927-01-01,France,2016-01-01
3491,Jack,,Davies,,,
3498,Mag,,Bodard,,,
3493,John,,Frankenheimer,1930-01-01,United States,2002-01-01
3503,Pierre,,Uytterhoeven,,,
3505,Carlo,Di,Palma,1925-01-01,Italy,2004-01-01
3490,Stan,,Margulies,,,
3496,Franklin,Coen & Frank,Davis,,,
3489,Ken,,Annakin,1914-01-01,United Kingdom,2009-01-01
3479,Philippe,de,Broca,1933-01-01,France,2004-01-01
3502,Claude,,Lelouch,1937-01-01,France,
3510,Basil,,Dearden,1911-01-01,United Kingdom,1971-01-01
3501,Michel,,Legrand,1932-01-01,France,2019-01-01
3512,Julian,,Blaustein,,,
3515,Edward,,Scaife,1912-01-01,United Kingdom,1994-01-01
3516,Frank,,Cordell,,United Kingdom,1980-01-01
3511,Eliot,,Elisofon,1911-01-01,United States,1973-01-01
3506,Herbie,,Hancock,1940-01-01,United States,
3522,David,,Newman,,,
3466,George,,Harrison,1943-01-01,United Kingdom,2001-01-01
3517,Cornel,,Wilde,1912-01-01,Slovakia),1989-01-01
3513,Robert,,Ardrey,1908-01-01,United States,1980-01-01
3521,Arthur,,Penn,1922-01-01,United States,2010-01-01
3528,Robert,,Kaufman,1931-01-01,United States,1991-01-01
3524,Bud,,Yorkin,1926-01-01,United States,2015-01-01
3508,Edward,,Bond,1934-01-01,United Kingdom,2024-01-01
3523,Charles,,Strouse,1928-01-01,United States,
3519,Clint,JohnstonDon,Peters,,,
3526,Conrad,L.,Hall,1926-01-01,France,2003-01-01
3518,Cornel,WildeSven,Persson,,,
3527,Dave,,Grusin,1934-01-01,United States,
3499,Anne-Marie,Cotret Monique,Teisseire,,,
3536,Franco,,Solinas,,Italy,1982-01-01
3532,Madeleine,,Gug,,France,1991-01-01
3538,Mario,,Serandrei,,Italy,1966-01-01
3534,Gillo,,Pontecorvo,1919-01-01,Italy,2006-01-01
3529,Sofracima,,Sofracima,,,
3537,Mario,,Morra,1935-01-01,Italy,2024-01-01
3520,Clint,Johnston & Don,Peters,,,
3543,Eric,,Till,1929-01-01,United Kingdom,
3545,Ira,,Wallach,,,
3530,Jorge,,Semprún,1923-01-01,Spain,2011-01-01
3547,Kenneth,,Higgins,1919-01-01,United Kingdom,2008-01-01
3542,Al,RubanMaurice,McEndree,,,
3550,Ray,,Lovejoy,1939-01-01,United Kingdom,2001-01-01
3541,Maurice,McEndreeJohn,Cassavetes,,,
3531,Eric,PluetZiva,Postec,,,
3548,Laurie,,Johnson,1927-01-01,United Kingdom,2024-01-01
3544,Mildred,Freed,Alberg,,,
3540,John,,Cassavetes,1929-01-01,United States,1989-01-01
3553,Larry,,Tucker,,,
3551,Geoffrey,,Unsworth,1914-01-01,United Kingdom,1978-01-01
3525,Norman,,Lear,1922-01-01,United States,2023-01-01
3533,Mel,,Brooks,1926-01-01,United States,
3546,Richard,,Marden,,,
3558,Nicola,,Badalucco,1929-01-01,Italy,2015-01-01
3559,Enrico,,Medioli,1925-01-01,Italy,2017-01-01
3560,Armando,,Nannuzzi,1925-01-01,Italy,2001-01-01
3555,Charles,E.,Lang,1902-01-01,United States,1998-01-01
3514,Fergus,,McDonell,1910-01-01,East Sussex,1984-01-01
3561,Pasqualino,De,Santis,1927-01-01,Italy,1996-01-01
3552,Paul,,Mazursky,1930-01-01,United States,2014-01-01
3566,László,,Kovács,,,
3535,Antonio,MusuSaadi,Yacef,,,
3554,Stuart,H.,Pappé,,,
3557,Ever,HaggiagAlfred,Levy,,,
3504,Michelangelo,,Antonioni,1912-01-01,Italy,2007-01-01
3565,Donn,,Cambern,1929-01-01,United States,2023-01-01
3568,Phil,,Feldman,,,
3556,Luchino,,Visconti,1906-01-01,Italy,1976-01-01
3569,Walon,,Green,1936-01-01,United States,
3564,Terry,,Southern,1924-01-01,United States,1995-01-01
3572,Roy,N.,Sickner,1928-01-01,United States,2001-01-01
3577,David,,Gil,,,
3563,Peter,,Fonda,1940-01-01,United States,2019-01-01
3539,Ennio,,Morricone,1928-01-01,Italy,2020-01-01
3576,Carole,,Eastman,,United States,2004-01-01
3571,Jerry,,Fielding,1922-01-01,United States,1980-01-01
3578,Norman,,Wexler,1926-01-01,United States,1999-01-01
3570,Louis,,Lombardo,,,
3580,Bobby,,Scott,,,
3562,Dennis,,Hopper,1936-01-01,United States,2010-01-01
3573,Bob,,Rafelson,1933-01-01,U.S,2022-01-01
3582,Erich,,Segal,1937-01-01,United States,2010-01-01
3581,Arthur,,Hiller,1923-01-01,Canada,2016-01-01
3567,Sam,,Peckinpah,1925-01-01,United States,1984-01-01
3583,Robert,C.,Jones,1936-01-01,United States,2021-01-01
3590,Marina,,Cicogna,1934-01-01,Italy,2023-01-01
3579,George,T.,Norris,,,
3593,Andy,,Lewis,,,
3549,Arthur,C.,Clarke,1917-01-01,United Kingdom,2008-01-01
3591,Ugo,,Pirro,,Italy,2008-01-01
3574,Adrien,,Joyce,,,
3592,Luigi,,Kuveiller,,,
3587,Néstor,,Almendros,1930-01-01,Spain,1992-01-01
3589,Elio,,Petri,1929-01-01,Italy,1982-01-01
3595,Michael,,Small,1939-01-01,US,2003-01-01
3586,Éric,,Rohmer,1920-01-01,France,2010-01-01
3585,Francis,,Lai,1932-01-01,France,2018-01-01
3599,Joseph,,Janni,1916-01-01,Italy,1994-01-01
3596,Andy,,Andy,,,
3601,David,,Sherwin,,United Kingdom,2018-01-01
3594,Gordon,,Willis,1931-01-01,United States,2014-01-01
3602,Ron,,Geesin,1943-01-01,United Kingdom,
3600,Penelope,,Gilliatt,1932-01-01,United Kingdom,1993-01-01
3603,Jeremy,,Larner,,,
3605,Serge,,Silberman,,,
3608,Edmond,,Richard,,,
3611,Chris,,Clark,,,
3597,Richard,A.,Roth,,,
3606,Jean-Claude,,Carrière,1931-01-01,France,2021-01-01
3575,Christopher,HolmesGerald,Shepard,,,
3617,Ricardo,,Aronovich,1930-01-01,Argentina,
3614,John,A.,Alonzo,1934-01-01,United States,2001-01-01
3612,Suzanne,de,Passe,1946-01-01,United States,
3622,Kevin,,Connor,,,
3607,Hélène,,Plemiannikov,,,
3621,Henri,,Renaud,,,
3618,Sidney,,Bechet,1897-01-01,United States,1959-01-01
3615,Louis,,Malle,1932-01-01,France,1995-01-01
3623,Gerry,,Turpin,,,
3610,Jay,,Weston,1929-01-01,United States,2023-01-01
3620,Charlie,,Parker,1920-01-01,United States,1955-01-01
3616,Vincent,Malle Claude,Nedjar,,,
3619,Gaston,,Frèche,,,
3613,Argyle,,Nelson,,,
3584,Richard,,Kratina,,,
3633,Ron,,Eveslage,,,
3604,Luis,,Buñuel,1900-01-01,Spain,1983-01-01
3625,David,S.,Ward,1945-01-01,United States,
3598,Herman,,Raucher,1928-01-01,United States,2023-01-01
3609,Sidney,J.,Furie,1933-01-01,Canada,
3629,Gloria,,Katz,1942-01-01,United States,2018-01-01
3630,Willard,,Huyck,1945-01-01,United States,
3634,Jan,,D'Alquen,,,
3640,Bill,,Butler,,,
3638,Steve,,Shagan,1927-01-01,United States,2015-01-01
3639,James,,Crabe,1931-01-01,United States,1989-01-01
3627,Lucasfilm,,Ltd.,,,
3637,Filmways,,Filmways,,,
3645,Robert,,Getchell,1936-01-01,United States,2017-01-01
3624,Edward,,Elgar,,,
3632,Marcia,,Lucas,1945-01-01,United States,
3626,George,,Lucas,1944-01-01,United States,
3643,Robert,,Towne,1934-01-01,United States,2024-01-01
3642,John,,Cameron,,,
3654,Josh,,Greenfeld,1928-01-01,1928,2018-01-01
3656,Michael,,Butler,,,
3635,Lars-Owe,,Carlberg,,,
3651,Suzanne,,Schiffman,1929-01-01,France,2001-01-01
3641,Austin,,Dempster,,,
3636,Siv,,Lundgren,,,
3650,Jean-Louis,,Richard,1927-01-01,France,2012-01-01
3644,David,,Susskind,,United States,1987-01-01
3653,Pierre-William,,Glenn,1943-01-01,France,2024-01-01
3647,Richard,,Chew,1940-01-01,United States,
3646,Kent,L.,Wakeford,1928-01-01,United States,2020-01-01
3648,David,,Shire,1937-01-01,United States,
3655,Richard,,Halsey,1940-01-01,,
3657,Bill,,Conti,1942-01-01,United States,
3664,Harry,,Gulkin,1927-01-01,Canada,2018-01-01
3649,Marcel,,Berbert,,,
3666,Richard,,Marks,1943-01-01,United States,2018-01-01
3665,Ted,,Allan,,,
3667,Paul,Van der,Linden,,,
3668,Árpád,,Makay,,Austria,2004-01-01
3663,Ján,,Kadár,1918-01-01,Austria,1979-01-01
3652,Yann,Dedet Martine,Barraquè,,,
3673,Gaumont,,Gaumont,,,
3631,Verna,,Fields,1918-01-01,United States,1982-01-01
3669,Sol,,Kaplan,,,
3658,Frank,,Pierson,1925-01-01,United States,2012-01-01
3674,Danièle,,Thompson,1942-01-01,,
3676,Juliette,,Welfling,1956-01-01,,
3682,Jack,,Rollins,,,
3675,Agnès,,Guillemot,,,
3679,Daniele,,Thompson,1942-01-01,,
3680,Martin,,Ritt,1914-01-01,United States,1990-01-01
3661,Jean,,Collomb,,,
3681,Charles,H.,Joffe,1929-01-01,United States,2008-01-01
3671,Paul,,Simon,1941-01-01,United States,
3685,Scott,,Conrad,1944-01-01,,
3687,Arrigo,,Colombo,,Italy,1998-01-01
3696,John,F.,Burnett,1934-01-01,United States,2024-01-01
3688,Franco,,Fraticelli,1928-01-01,Italy,2012-01-01
3691,Enzo,,Jannacci,1935-01-01,Italy,2013-01-01
3694,Rastar,,Rastar,1915-01-01,United States,2004-01-01
3693,Herbert,,Ross,1927-01-01,United States,2001-01-01
3692,Marshall,,Brickman,1939-01-01,Brazil,2024-01-01
3670,Hal,,Ashby,1929-01-01,United States,1988-01-01
3697,David,M.,Walsh,1931-01-01,United States,
3684,Sylvester,,Stallone,1946-01-01,United States,
3660,Georges,,Klotz,,,
3677,Georges,LendiEric FaucherreMichel,Thiriet,,,
3699,Lou,,Lombardo,,,
3683,Sidney,,Levin,,,
3686,Lina,,Wertmüller,1928-01-01,Italy,2021-01-01
3695,Neil,,Simon,1927-01-01,United States,2018-01-01
3659,FC,,Produzioni,,,
3662,Charles,,Aznavour,1924-01-01,France,2018-01-01
3703,Paul,,Hirsch,,,
3702,Gary,,Kurtz,1940-01-01,United States,2018-01-01
3705,Nora,,Kaye,1920-01-01,United States,1987-01-01
3712,Deric,,Washburn,,,
3710,Michael,,Deeley,1932-01-01,United Kingdom,
3711,John,,Peverall,,,
3701,Kenneth,,Wannberg,,,
3672,Jean-Charles,,Tacchella,1925-01-01,France,2024-01-01
3709,Barry,,Spikings,,,
3713,Peter,,Zinner,1919-01-01,Austria,2007-01-01
3716,Quinn,,Redeker,1936-01-01,United States,2022-01-01
3715,Stanley,,Myers,,United Kingdom,1993-01-01
3717,Ralph,,Rosenblum,1925-01-01,1925Brooklyn,1995-01-01
3698,Robert,,Altman,1925-01-01,United States,2006-01-01
3714,Vilmos,,Zsigmond,1930-01-01,Hungary,2016-01-01
3718,Tony,,Ray,1949-01-01,,
3721,Alan,,Heim,1936-01-01,United States,
3719,Steve,,Tesich,1942-01-01,Nazi-occupied Serbia,1996-01-01
3720,Robert,Alan,Aurthur,1922-01-01,United States,1978-01-01
3689,Tonino,Delli,Colli,1923-01-01,Italy,2005-01-01
3700,Charles,Rosher,Jr.,,,
3678,Gérard,,Anfosso,,,
3722,Ralph,,Burns,1922-01-01,United States,2001-01-01
3723,Norman,,Jewison,1926-01-01,Canada,2024-01-01
3726,Victor,J.,Kemper,1927-01-01,United States,2023-01-01
3731,Stephen,,Bishop,,,
3729,T.,S.,Cook,1947-01-01,United States,2013-01-01
3728,Mike,,Gray,1935-01-01,United States,2013-01-01
3707,Nancy,,Dowd,1945-01-01,United States,
3690,Nando,de,Luca,,,
3732,Susan,E.,Morse,1952-01-01,,
3735,Buffalo,,Philharmonic,,,
3725,Valerie,,Curtin,,United States,
3737,Melvin,and,Howard,,,
3706,Waldo,,Salt,1914-01-01,United States,1987-01-01
3739,Ron,,Silverman,,,
3733,New,York,Philharmonic,,,
3740,W.,D.,Richter,1945-01-01,United States,
3736,Michael,Tilson,Thomas,1944-01-01,United States,
3747,Alan,,Marshall,,,
3734,Zubin,,Mehta,1936-01-01,India,
3746,David,De,Silva,1936-01-01,United States,
3742,Bruno,,Nuytten,1945-01-01,France,
3743,Lalo,,Schifrin,1932-01-01,Argentina,
3749,Gerry,,Hambling,,United Kingdom,2013-01-01
3704,John,,Williams,1932-01-01,1932,
3748,Christopher,,Gore,1758-01-01,United States,1827-01-01
3738,Stuart,,Rosenberg,1927-01-01,United States,2007-01-01
3751,Michael,,Gore,1951-01-01,United States,
3750,Michael,,Seresin,1942-01-01,New Zealand,
3741,Robert,,Brown,,,
3753,Jean,,Gruault,1924-01-01,France,2015-01-01
3756,Howard,,Zieff,1927-01-01,United States,2009-01-01
3759,Harvey,,Miller,,,
3724,Norman,Jewison Patrick,Palmer,,,
3757,Nancy,,Meyers,1949-01-01,United States,
3727,James,,Bridges,1936-01-01,United States,1993-01-01
3758,Charles,,Shyer,1941-01-01,United States,2024-01-01
3760,Sheldon,,Kahn,1940-01-01,1940,
3708,Sylvia,,Ingmarsdotter,,,
3762,Kurt,,Luedtke,1939-01-01,United States,2020-01-01
3763,David,,Rayfiel,1923-01-01,United States,2011-01-01
3764,Owen,,Roizman,1936-01-01,United States,2023-01-01
3744,Arthur,A.,Ross,1920-01-01,United States,2008-01-01
3766,Robert,,Greenhut,1942-01-01,United States,
3772,Richard,,Ciupka,,,
3770,Canadian,Film Development,Corporation,,,
3773,Trevor,,Griffiths,1935-01-01,United Kingdom,2024-01-01
3771,John,,Guare,1938-01-01,United States,
3768,Burt,,Bacharach,1928-01-01,United States,2023-01-01
3761,Colin,,Welland,1934-01-01,United Kingdom,2015-01-01
3730,David,,Rawlins,,,
3777,Jerry,,Weintraub,1937-01-01,United States,2015-01-01
3776,John,,Briley,1925-01-01,United States,2019-01-01
3781,Kathleen,,Kennedy,,,
3755,Arié,,Dzierlatka,,,
3783,Carol,,Littleton,1942-01-01,United States,
3782,Melissa,,Mathison,1950-01-01,United States,2015-01-01
3754,Albert,,Jurgenson,,,
3784,Allen,,Daviau,1942-01-01,United States,2020-01-01
3774,Vittorio,,Storaro,1940-01-01,Italy,
3786,Martin,,Elfand,,,
3769,Famous,Players,Ltd.,,,
3787,Douglas,Day,Stewart,1940-01-01,United States,
3767,Fred,,Schuler,,,
3779,Peter,,Sova,,Protectorate of Bohemia and Moravia,2020-01-01
3788,Donald,E.,Thorin,1934-01-01,United States,2016-01-01
3785,Taylor,,Hackford,1944-01-01,United States,
3765,Steve,,Gordon,,,
3752,Philippe,,Dussart,,,
3790,Dick,,Richards,1936-01-01,United States,
3793,William,,Steinkamp,1953-01-01,1953,
3794,Don,,McGuire,,,
3778,Stu,,Linder,1931-01-01,United States,2006-01-01
3792,Fredric,,Steinkamp,1928-01-01,1928,2002-01-01
3745,Alan,,Parker,1944-01-01,United Kingdom,2020-01-01
3791,Murray,,Schisgal,1926-01-01,United States,2020-01-01
3797,Michael,,Shamberg,1945-01-01,United States,
3801,Tobis,,Film,,,
3798,Barbara,,Benedek,,,
3789,Jack,,Nitzsche,1937-01-01,United States,2000-01-01
3775,Stephen,,Sondheim,1930-01-01,United States,2021-01-01
3780,Ivan,,Kral,1948-01-01,Czechoslovakia,2020-01-01
3802,Swedish,Film,Institute,,,
3811,Lawrence,,Lasker,1949-01-01,United States,
3795,Horton,,Foote,1916-01-01,United States,2009-01-01
3806,Alice,,Arlen,1940-01-01,United States,2016-01-01
3812,Walter,F.,Parkes,1951-01-01,United States,
3807,Sam,,O'Steen,1923-01-01,United States,2000-01-01
3800,Gaumont,,International,,,
3799,Sveriges,,Television,,,
3809,John,,Badham,1939-01-01,United Kingdom,
3815,Arthur,B.,Rubinstein,1938-01-01,United States,2018-01-01
3814,William,A.,Fraker,,United States,2010-01-01
3808,Miroslav,,Ondříček,1934-01-01,Czechoslovakia,2015-01-01
3813,Tom,,Rolf,1931-01-01,Sweden,2014-01-01
3804,Daniel,,Bell,1919-01-01,United States,2011-01-01
3796,Lawrence,,Kasdan,1949-01-01,United States,
3803,Sylvia,,Ingemarsson,,,
3816,Walter,,Parkes,1951-01-01,United States,
3818,Daniel,Petrie,Jr.,1951-01-01,Canada,
3819,Billy,,Weber,,United States,
3820,Bruce,,Surtees,1937-01-01,United States,2012-01-01
3817,Martin,,Brest,1951-01-01,United States,
3805,Nora,,Ephron,1941-01-01,United States,2012-01-01
3810,United,,Artists,,,
3824,American,,Playhouse,,,
3822,Danilo,,Bach,1944-01-01,United States,
3823,Gregory,,Nava,1949-01-01,U.S,
3836,William,,Kelley,,,
3833,Mike,,Hill,,,
3830,Babaloo,,Mandel,1949-01-01,United States,
3832,Daniel,P.,Hanley,1955-01-01,,
3834,Donald,,Peterman,1932-01-01,United States,2011-01-01
3829,Lowell,,Ganz,1948-01-01,United States,
3839,Neil,,Canton,1948-01-01,United States,
3831,Bruce,Jay,Friedman,1930-01-01,United States,2020-01-01
3838,Pamela,,Wallace,1949-01-01,United States,
3835,Lee,,Holdridge,1944-01-01,Haiti,
3825,Anna,,Thomas,1948-01-01,Germany,
3828,Emil,,Richards,1932-01-01,United States,2019-01-01
3821,Harold,,Faltermeyer,1952-01-01,Germany,
3841,Harry,,Keramidas,1940-01-01,United States,
3842,Dean,,Cundey,1946-01-01,United States,
3847,Julian,,Doyle,,,
3843,Alan,,Silvestri,1950-01-01,United States,
3848,Roger,,Pratt,,,
3846,Charles,,McKeown,1946-01-01,,
3837,Earl,W.,Wallace,,,
3840,Bob,,Gale,1951-01-01,United States,
3854,Félix,,Monti,,,
3844,Terry,,Gilliam,1940-01-01,US,
3853,Juan,Carlos,Macías,1945-01-01,1945,
3851,Marcelo,,Piñeyro,1953-01-01,Argentina,
3845,Tom,,Stoppard,1937-01-01,Czechoslovakia,
3858,Peter,,Faiman,,Australia,
3827,James,,Glennon,1942-01-01,United States,2006-01-01
3863,Peter,,Best,,,
3860,Ken,,Shadie,1935-01-01,United Kingdom,2020-01-01
3826,Betsy,Blankett,Milicevic,,,
3859,John,,Cornell,1941-01-01,Australia,2021-01-01
3852,Aída,,Bortnik,,,
3862,Russell,,Boyd,1944-01-01,Australia,
3857,Dick,,Hyman,1927-01-01,United States,
3864,Stephen,,Frears,1941-01-01,United Kingdom,
3850,Luis,,Puenzo,1946-01-01,Argentina,
3867,Oliver,,Stapleton,1948-01-01,United Kingdom,
3870,Robert,,Richardson,,,
3866,Mick,,Audsley,1949-01-01,United Kingdom,
3868,Arnold,,Kopelson,1935-01-01,United States,2018-01-01
3869,Claire,,Simpson,,,
3873,Emmanuelle,,Castro,,,
3855,Atilio,,Stampone,,,
3880,Peter,,Martin,,,
3874,Renato,,Berta,1945-01-01,Switzerland,
3865,Hanif,,Kureishi,1954-01-01,United Kingdom,
3856,María,Elena,Walsh,1930-01-01,Argentina,2011-01-01
3849,Michael,,Kamen,1948-01-01,United States,2003-01-01
3871,Gerald,,Green,1986-01-01,United States,
3881,Ronald,,Bass,1942-01-01,United States,
3872,John,Patrick,Shanley,1950-01-01,United States,
3861,David,,Stiven,,,
3879,Philippe,,Rousselot,1945-01-01,France,
3885,Anne,,Spielberg,1949-01-01,United States,
3884,Gary,,Ross,1956-01-01,United States,
3886,Barry,,Malkin,1938-01-01,United States,2019-01-01
3876,Saint-Saëns,,Saint-Saëns,,,
3888,Ron,,Shelton,1945-01-01,United States,
3889,Thom,,Mount,1948-01-01,United States,
3890,Bobby,,Byrne,,,
3891,Michael,,Convertino,1952-01-01,,
3878,Ian,,Crafford,,,
3892,Charles,,Crichton,1910-01-01,United Kingdom,1999-01-01
3896,Naomi,,Foner,1946-01-01,United States,
3894,Alan,,Hume,1924-01-01,United Kingdom,2010-01-01
3897,Andrew,,Mondshein,1957-01-01,1957,
3895,John,Du,Prez,1946-01-01,United Kingdom,
3900,Naomi,Foner,Gyllenhaal,1946-01-01,United States,
3877,John,,Boorman,1933-01-01,United Kingdom,
3901,Tom,,Schulman,1951-01-01,United States,
3899,Tony,,Mottola,1918-01-01,United States,2004-01-01
3904,Barry,Alexander,Brown,1960-01-01,United Kingdom,
3906,Bill,,Lee,,,
3882,Barry,,Morrow,,United States,
3907,Robert,,Newmyer,1956-01-01,United States,2005-01-01
3910,Mark,,Johnson,,,
3898,Gerry,,Fisher,1926-01-01,United Kingdom,2014-01-01
3908,Walt,,Lloyd,,,
3913,Australian,Film Finance,Corporation,,,
3914,William,M.,Anderson,,Ireland,
3917,Christopher,,Tellefsen,1957-01-01,1957,
3915,Geoffrey,,Simpson,,Australia,
3918,John,,Thomas,,,
3883,Penny,,Marshall,1943-01-01,United States,2018-01-01
3893,John,,Cleese,1939-01-01,United Kingdom,
3919,Tom,,Judson,1960-01-01,United States,
3875,Schubert,,Schubert,1797-01-01,,1828-01-01
3916,Whit,,Stillman,1952-01-01,D.C.,
3924,Charles,,Mills,,,
3909,Harry,Connick,Jr.,1967-01-01,United States,
3887,Howard,,Shore,1946-01-01,Canada,
3902,Franz,,Schubert,1797-01-01,,1828-01-01
3921,John,,Singleton,1968-01-01,United States,2019-01-01
3931,Lesley,,Walker,,,
3920,Callie,,Khouri,1957-01-01,United States,
3912,Peter,,Weir,1944-01-01,Australia,
3929,Lynda,,Obst,1950-01-01,United States,2024-01-01
3905,Ernest,,Dickerson,1951-01-01,United States,
3922,Steve,,Nicolaides,,,
3928,Debra,,Hill,1950-01-01,United States,2005-01-01
3927,James,,Toback,1944-01-01,United States,
3925,Stanley,,Clarke,1951-01-01,United States,
3911,Randy,,Newman,1943-01-01,United States,
3938,Doug,,Mitchell,,,
3903,Spike,,Lee,1957-01-01,United States,
3937,George,,Miller,,,
3932,George,,Fenton,1949-01-01,United Kingdom,
3935,James,Newton,Howard,1951-01-01,United States,
3930,Richard,,LaGravenese,1959-01-01,United States,
3926,Mulholl,,Mulholl,,,
3945,Maggie,,Renzi,1951-01-01,United States,
3923,Bruce,,Cannon,,,
3947,Mason,,Daring,,,
3933,Michael,GrilloLawrence KasdanCharles,Okun,,,
3940,Richard,,Francis-Bruce,1948-01-01,United Kingdom,
3939,Nick,,Enright,1950-01-01,Australia,2003-01-01
3950,Jack,N.,Green,1946-01-01,United States,
3942,John,,Seale,1942-01-01,Australia,
3948,David,Webb,Peoples,1940-01-01,United States,
3956,Jeff,,Maguire,1952-01-01,United States,
3934,Lawrence,KasdanMeg,Kasdan,,,
3944,John,,Sayles,1950-01-01,United States,
3943,Stewart,,Copeland,1952-01-01,United States,
3952,David,,Peoples,1940-01-01,United States,
3959,Gary,,Foster,,,
3957,Edward,,Saxon,1956-01-01,United States,
3936,Neil,,Jordan,1950-01-01,Ireland,
3958,Ron,,Nyswaner,1956-01-01,United States,
3946,Roger,,Deakins,1949-01-01,United Kingdom,
3955,Wolfgang,,Petersen,1941-01-01,Germany,2022-01-01
3951,Lennie,,Niehaus,1929-01-01,United States,2020-01-01
3941,Marcus,,D'Arcy,,,
3965,Mike,,Newell,,,
3967,Jon,,Gregory,,,
3949,Joel,,Cox,1942-01-01,United States,
3964,Carlo,,DiPalma,1925-01-01,Italy,2004-01-01
3963,Douglas,,McGrath,1958-01-01,United States,2022-01-01
3953,Ivan,,Reitman,1946-01-01,Czechoslovakia,2022-01-01
3962,Roger,,Avary,1965-01-01,Canada,
3968,Michael,,Coulter,1952-01-01,United Kingdom,
3973,Alun,,Bollinger,,,
3969,Richard,Rodney,Bennett,1936-01-01,United Kingdom,2012-01-01
3978,Télévision,Suisse,Romande,,,
3979,Krzysztof,,Piesiewicz,1945-01-01,Poland,
3960,Robert,,Reitano,,,
3980,Jacques,,Witta,,,
3972,Jamie,,Selkirk,,,
3981,Piotr,,Sobociński,1958-01-01,Poland,2001-01-01
3982,Zbigniew,,Preisner,1955-01-01,Poland,
